,0
seizure activity$problem,2
fiberoptic fujinon gastroscope$medical_device,1
hemoccult-positive stools$problem,1
temporary$modifier$mahurkar catheter$medical_device,1
heart rate$body_measurement$76$measurement_value,1
right$modifier$adjacent$modifier$peg button$medical_device,1
upper endoscopy$procedure,7
multiple$modifier$small$modifier$infarcts$problem$brain$anatomical_structure,1
a-fib$problem,3
mcv$laboratory_data,2
chest$anatomical_structure$congestion$problem,3
ua$laboratory_data$negative$modifier,1
postoperative pain$problem,1
arterial catheter$medical_device,1
serum lipase$laboratory_data$normal$modifier,1
rhythm$body_function,1
skin$anatomical_structure$rashes$problem,5
dental treatment$procedure,2
large$modifier$obstructive$problem$adenoids$anatomical_structure,1
magnesium$medicine,3
zosyn$medicine,2
invanz$medicine,1
left$modifier$ovary$anatomical_structure$unilocular cyst$problem,1
narcotics$medicine,1
appendectomy$procedure,6
hand$anatomical_structure,4
antrostomies$procedure,1
glands$anatomical_structure$elongate$finding,1
transobturator tape$medical_device,1
thin-section axial imaging$procedure,1
possible$modifier$superimposed$modifier$pneumonia$problem,1
christmas disease$problem,1
white count$laboratory_data$elevated$modifier,1
intubate$procedure,1
small$modifier$cryptic avm$problem,1
flu symptoms$problem,1
timolol$medicine,1
pulse$body_measurement$60$measurement_value$regular$modifier,2
pulse$body_measurement$74$measurement_value$regular$modifier,1
anxiety disorder$problem,2
three$modifier$vessels$anatomical_structure,1
revatio$medicine,2
fournier gangrene$problem,1
abdominal aortic aneurysm repair$procedure,1
right$modifier$lobe$anatomical_structure$enlarged$finding,1
ceftin$medicine,1
stroke$problem,51
healing$modifier$ulceration$problem,1
chronic oral anticoagulation$problem,1
vaginal spotting$problem,2
difficulty sleeping$problem,1
significant$modifier$hiatal hernia repair$procedure,1
trachea$anatomical_structure$midline$modifier,8
low$modifier$oxygen saturation$body_measurement,1
normal$modifier$fundus$anatomical_structure,1
mucosal lymphoid tissue$anatomical_structure,1
aspiration$procedure,2
adenopathy$problem,9
suction$procedure,2
adjuvant letrozole$medicine,1
sick$modifier$sinus syndrome$problem,3
intra-articular difficulties$problem,1
beta blockers$medicine,1
colorectal cancer$problem,2
mental disease$problem,1
abo$laboratory_data,1
alveolar ventilation$procedure,1
ventilation$procedure,3
delusional state$problem,1
warm$modifier$compresses$medical_device,1
tooth$anatomical_structure$pulpotomies$procedure,2
bladder$anatomical_structure$scan$procedure,1
infection$problem,33
vitamin d deficiency$problem,2
gravida 4$finding,2
aspirin$medicine,15
mild-to-moderate$modifier$obesity$problem,1
ulcer$problem$right$modifier$foot$anatomical_structure,1
metformin$medicine,4
cortex$anatomical_structure$irrigation and aspiration$procedure,1
metabolic panel$laboratory_data,1
axillary node$anatomical_structure$dissection$procedure,3
exploratory laparotomy$procedure,3
colonoscopy examination$procedure,1
chronic$modifier$pelvic pain$problem,2
glands$anatomical_structure$mild$modifier$branching$finding,1
pediatric tube$medical_device,1
wide-complex tachycardia$finding,1
symptoms$problem$persist$modifier$increase$modifier,1
soft$modifier$abdomen$anatomical_structure$splenomegaly$problem,1
chronic$modifier$neurologic$problem,1
multiple$modifier$sclerosis lesions$problem,1
general$modifier$anesthetic$medicine,1
bilateral$modifier$lower$modifier$extremity$anatomical_structure$sciatica pain$problem,1
bilateral$modifier$c2/c3 medial branch nerve diagnostic blocks$procedure,1
gallops$finding,8
bowel sounds$body_function$positive$modifier,3
uterus$anatomical_structure$enlarged$finding,1
permanent pacemaker placement$procedure,1
prior$modifier$surgeries$procedure$right$modifier$knee$anatomical_structure,1
midline$modifier$abdomen$anatomical_structure$scar$problem,1
bilateral$modifier$para-aortic lymphadenectomy$procedure,1
medial$modifier$superior pubic rami$anatomical_structure,1
problems$problem,16
single$modifier$colon$anatomical_structure$polyp biopsied$procedure,1
diabetes mellitus$problem$uncontrolled$modifier,1
obstructive sleep apnea$problem,23
pet$procedure,2
laryngeal mask airway$medical_device,1
blood test$laboratory_data,1
infection$problem$face$anatomical_structure$improving$modifier,1
bladder$anatomical_structure$stone$problem,1
barrett s esophagus$problem,2
infiltrating lobular carcinoma$problem$left$modifier$breast$anatomical_structure$upper$modifier$outer$modifier$quadrant$anatomical_structure$t2pn2a$modifier$stage iii a$modifier,1
chem-7$laboratory_data,1
infiltrating ductal carcinoma$problem$left$modifier$breast$anatomical_structure$upper$modifier$outer$modifier$quadrant$anatomical_structure$t1cpn0$modifier$stage ia$modifier$moderately differentiated$modifier$grade 2$modifier,2
nodular mucosa$problem$stomach$anatomical_structure,1
debride$procedure$knee$anatomical_structure,1
obesity hypoventilation syndrome$problem,1
left$modifier$testicle$anatomical_structure,1
nose$anatomical_structure$patent$modifier$discharge$finding,1
abdomen$anatomical_structure$gravid$finding,2
minimal$modifier$chronic$modifier$synovitis$problem,1
adenoids$problem,2
blood pressure$body_measurement$162/93$measurement_value,1
resp$body_measurement$20$medicine,1
respiratory rate$body_measurement$16$measurement_value,2
catheter$medical_device,7
deep$modifier$vein$anatomical_structure$thrombosis$problem,3
skin$anatomical_structure$punch biopsy$procedure,1
white exudate$problem$tonsillar pillars$anatomical_structure,1
bladder$anatomical_structure,5
intractable pain$problem,1
medications$medicine,18
abdomen$anatomical_structure$soft$modifier,13
aortic dissection$procedure,1
bell s palsy$problem,1
wheelchair$medical_device,5
possibly$modifier$non-q-wave inferior myocardial infarction$problem,1
bruising$problem,9
prophylactic treatment$procedure,1
erythema$problem$turbinates$anatomical_structure,2
psa level$laboratory_data,1
invasive lobular carcinoma$problem$right$modifier$breast$anatomical_structure$upper$modifier$inner$modifier$quadrant$anatomical_structure$t1c pn1$modifier$stage iia$modifier,1
thickening$problem$wall$anatomical_structure,1
hypomagnesemia$problem,1
mild$modifier$chronic$modifier$inflammation$problem,1
potassium$laboratory_data,16
medicines$medicine,1
papillary carcinoma in situ$problem$left$modifier$breast$anatomical_structure$upper$modifier$outer$modifier$quadrant$anatomical_structure$tisn0$modifier$stage 0$modifier,1
uterus$anatomical_structure$normal-sized$modifier$adnexal masses$problem,1
left$modifier$zygomatic arch$anatomical_structure$fracture$problem,1
friable cervix$problem,1
plasma renin activity$laboratory_data,1
endometrial curettings$procedure,1
significant$modifier$pain$problem,3
para 1$finding,1
high pressure hydrocephalus$problem,1
increased$modifier$pressure$body_measurement,1
c-arm mini image intensifier$medical_device,1
category 1$modifier$tracing$procedure,1
multiple$modifier$myeloma$problem,1
left$modifier$tonsil$anatomical_structure,1
clonidine patch$medicine,1
right$modifier$femur$anatomical_structure$subtrochanteric fracture$problem,1
skin$anatomical_structure$unremarkable$modifier,1
fluoroscopic guidance$procedure,1
pulse ox$body_measurement$100%$measurement_value,2
bronchospasm$problem,3
small$modifier$proximal$modifier$right$modifier$ureteral stone$problem,1
recurrent$modifier$stoke$problem,1
accessory muscle$anatomical_structure,1
small$modifier$bowel obstruction$problem,1
abnormal$modifier$pap smears$laboratory_data,1
spermatocele removal$procedure,1
foley catheter$medical_device,7
abnormal uterine bleeding$problem,1
bloating$problem,2
abgs$laboratory_data,1
heart$anatomical_structure$murmurs$problem,1
upper$modifier$gi$anatomical_structure$endoscopy$procedure,1
early$modifier$pneumonia$problem,2
skin reaction$problem,2
replacement$procedure,2
occasional$modifier$palpitations$problem$stable$modifier,1
septal deformity$problem$left$modifier,1
platelet count$laboratory_data$stable$modifier,1
reloxafen$medicine,1
residual$modifier$sleep apnea$problem,1
percutaneous endoscopic gastrostomy (peg) removal$procedure,1
squamous mucosa$anatomical_structure$spongiosis$problem,1
fastest heart rate$body_measurement$123$measurement_value,1
bilateral$modifier$pulmonary embolism$problem,2
o2 on room air saturation$body_measurement,1
pacemaker implantation$procedure,3
intrauterine pregnancy$finding,3
st-elevation myocardial infarctions$problem,1
fluid overloaded$finding,1
prior$modifier$bypass surgery$procedure,1
sigmoid colon$anatomical_structure$colectomy$procedure,1
heart$anatomical_structure$trauma$problem,1
liver tissue$anatomical_structure,1
left$modifier$gaze$problem,2
lungs$anatomical_structure$fine$modifier,1
enterococcus faecalis$problem,1
pinkish rash$problem$face$anatomical_structure,1
fascia$anatomical_structure$incised$procedure$midline$modifier,1
linezolid$medicine,2
shortness of breath$problem$improved$modifier,1
cirrhosis$problem,2
asbestosis$problem,1
mild$modifier$congestive heart failure$problem,2
arthroscopy$procedure,1
ventilator dependent$finding,1
platelets$laboratory_data$lower$modifier,1
coronal sagittal reconstructions$procedure,1
continue$modifier$levemir$medicine,1
single$modifier$pvc$finding,1
grade 1$modifier$anterolisthesis$problem$s1$anatomical_structure,1
heart$anatomical_structure$regular$modifier,3
keratinizing$modifier$epidermis$anatomical_structure,1
hay fever$problem,1
right$modifier$femoral head$anatomical_structure,1
interim$anatomical_structure,1
significant$modifier$peripheral vascular disease$problem,1
progressive$modifier$myeloleukoencephalopathy$problem,1
rate$body_measurement,1
normal$modifier$ventricular response$body_function,1
rash$problem,1
thrombosis$problem,2
necrotic$problem$cerebellum$anatomical_structure,1
diabetes type 2$problem,3
severe$modifier$disc$anatomical_structure$disease$problem,1
obstructive mass$problem,1
renal function$body_function,2
continuous body irrigation$procedure,1
gonorrhea$problem$negative$modifier,1
right$modifier$lower$modifier$quadrant$anatomical_structure$prepped$procedure,1
continue$modifier$suctioning$procedure,1
hgb$laboratory_data,1
expiratory wheezes$problem,1
rectal examination$procedure,2
ovaries$anatomical_structure$enlarged$problem,1
right$modifier$tunneled catheter$medical_device,1
increased$modifier$cough$problem,1
right$modifier$dermoid cyst$problem,1
cabg$procedure$lima$anatomical_structure,2
x-ray$procedure,3
injury$problem$neck structures$anatomical_structure,1
zofran$medicine,3
dyspneic$problem,1
ventricular tachycardia$finding,3
drug-eluting stent placement$procedure$left anterior descending$anatomical_structure,1
broad-spectrum antibiotic$medicine,1
inferior vena cava filter insertion$procedure,1
anterior$modifier$chamber$anatomical_structure,3
mucinex d$medicine,1
postoperative$modifier$non-q-wave myocardial infarction$problem,1
mild degree$modifier$left ventricular hypertrophy$problem,1
abscess$problem$teeth$anatomical_structure,1
right$modifier$calcaneus$anatomical_structure,1
excision$procedure,4
left$modifier$heart$anatomical_structure$catheterization$procedure,3
foot$anatomical_structure$exsanguinated$procedure,1
right$modifier$arm$anatomical_structure,1
duodenum$anatomical_structure$lacking$modifier$epithelial lymphocytosis$problem,1
soft$modifier$abdomen$anatomical_structure$midline incision$procedure,1
weighs$body_measurement$545$measurement_value,1
reperfusion headache$problem,1
minimal$modifier$residual deficit$problem,1
transillumination$procedure$right$modifier$lower$modifier$quadrant$anatomical_structure,2
transfusion$procedure,1
stable$modifier$pancytopenia$problem,1
nuclear sclerotic cataract$problem$right$modifier$eye$anatomical_structure,3
bilateral$modifier$filshie clips$medical_device,1
methotrexate$medicine,1
coronary artery disease$problem,216
topical xylocaine$medicine,1
sharply contoured waves$finding$right$modifier$anterior$modifier$knee temporal area$anatomical_structure,1
nasogastric tube$medical_device,2
coughing$problem$hard$modifier,1
oriented$finding,16
sodium$laboratory_data,13
lymphatic system$anatomical_structure$inguinal lymphadenopathy$problem,1
nasogastric bleeding$problem,1
iv pain medication$medicine,2
metabolic syndrome$problem,1
wbc count$laboratory_data$low$modifier,2
essure tubal sterilization$procedure,1
permanent cardiac pacemaker placement$procedure,1
procedure-wide excision$procedure,1
vascular complications$problem,2
gallbladder$anatomical_structure$cholecystectomy$procedure,1
electrolytes$laboratory_data,26
eroded$problem$urethra$anatomical_structure,1
axillary block$procedure,2
bloody stools$problem,1
adenoids$anatomical_structure$mucus$finding,1
increased$modifier$vaginal bleeding$problem,1
left$modifier$ventricular systolic dysfunction$problem,1
pulse$body_measurement$77$measurement_value,1
normal$modifier$breath sounds$body_function,1
abdomen$anatomical_structure$gravid$modifier,3
bowel movements$body_function$irritable$problem,1
pain$problem$right-hand side$modifier$face$anatomical_structure,1
antihypertensive$medicine,2
possibility$modifier$blood transfusion$procedure,1
blood pressure$body_measurement$139/89$measurement_value,1
gastric bypass surgery$procedure,2
pupils$anatomical_structure$equal$modifier,1
intrathecal space$anatomical_structure,1
chemistries$laboratory_data,6
volume overload$finding,2
large cell nonkeratinizing squamous cell carcinoma$problem$anal canal$anatomical_structure$t2n0$modifier$stage ii$modifier,1
cardiac perforation$problem,2
kidneys$anatomical_structure$simple$modifier$renal cysts$problem,1
compression fracture$problem$spine$anatomical_structure,1
plain marcaine$medicine,1
inner bumper$medical_device,1
mono test$laboratory_data,1
cardiac dullness$problem$mid clavicular line$anatomical_structure,1
right side$modifier$abdomen$anatomical_structure,1
small bowel$anatomical_structure$obstruction$problem,7
fibrous bone remodeling$procedure,1
implantation$procedure$prostate$anatomical_structure,1
uterus$anatomical_structure$lacerations$problem,1
fingers$anatomical_structure$stiffness$problem,1
dried herpetic lesion$problem$genitals$anatomical_structure,1
perinephric stranding$problem,1
left$modifier$breast$anatomical_structure$mammotomy$procedure,1
normal$modifier$cecal valve$anatomical_structure,2
insulin-dependent diabetes mellitus$problem$type 2$modifier,1
weak$finding,7
significant$modifier$extraluminal extension$problem,1
gastric antrum$anatomical_structure$polyp biopsy$procedure,2
drug-eluting stent placement$procedure,1
left-sided$modifier$hip$anatomical_structure$pain$problem,1
positive$modifier$stool for occult blood$laboratory_data,1
tibialis$anatomical_structure$anterior$modifier,1
cubital tunnel$anatomical_structure,1
tox screen$laboratory_data$negative$modifier,1
below the knee$procedure,1
heart$anatomical_structure$gallops$finding,1
transverse$modifier$carpal ligament$anatomical_structure,1
central lentiginous proliferation$finding$melanocytes$anatomical_structure,1
ascending colon$anatomical_structure$normal$modifier,1
posterior$modifier$oropharynx$anatomical_structure$clear$modifier,1
myelocyte$laboratory_data,1
left$modifier$hip$anatomical_structure$fracture$problem,2
rituxan$medicine,3
biliary stone disease$problem,1
incision$procedure$mid$modifier$shaft$anatomical_structure$proximal$modifier$phalanx$anatomical_structure,1
lip$anatomical_structure$surgery$procedure,1
secondary vascular encephalopathy$problem,1
bmp$laboratory_data$normal$modifier,1
cortical cataract$problem$left$modifier$eye$anatomical_structure,2
improvement$modifier$symptoms$problem,1
active$modifier$hemorrhage$problem,1
slit-lamp examination$procedure,3
numbness$problem$5 digits$anatomical_structure$right$modifier$hand$anatomical_structure,1
cardiac index$laboratory_data$low$modifier,1
intermittent$modifier$loose stools$problem,1
ascites fluid$problem,1
anticoagulated$procedure,1
paraplegia$problem,2
peripheral vascular disease$problem,43
ck$laboratory_data,1
stenosis$problem$left anterior descending artery$anatomical_structure,1
vytorin$medicine,1
left$modifier$breast$anatomical_structure$radiation$procedure,2
repeat$modifier$cbc$laboratory_data,1
increased frequency$problem,1
left$modifier$knee$anatomical_structure$pain$problem,1
heart failure$problem,7
baseline$modifier$ekg$procedure,1
troponins$laboratory_data$elevated$modifier,1
head$anatomical_structure$unremarkable$modifier,2
right axis deviation$problem$normal$modifier,1
duramorph$medicine,2
void$finding,1
fracture$problem$left$modifier$wrist$anatomical_structure,1
intractable$modifier$lower$modifier$back$anatomical_structure$pain$problem,1
basic metabolic panel$laboratory_data,2
co2$body_measurement,3
imaging studies$procedure,1
nonvisualizing fistula$problem,1
chronic$modifier$menorrhagia$problem,1
hepatitis b$problem,1
anemia of chronic illness$problem,1
aortic valve$anatomical_structure$sclerosis$problem,1
adriamycin/cytoxan$medicine,1
temp$body_measurement$98.3$measurement_value,1
left$modifier$upper$modifier$neck$anatomical_structure$mass$problem,1
skin recurrence$problem,1
chronic$modifier$suprapubic tube drainage$finding,1
pain medications$medicine,1
alzheimer s type$problem,1
dilate$finding,1
oxygen saturations$body_measurement,1
epithelial lymphocytosis$problem$absent$modifier,1
pelvis$anatomical_structure$fluid collection$finding,1
improving$modifier$leukopenia$problem,1
congestive failure$problem,1
xylocaine$medicine,4
deep venous$anatomical_structure$thrombosis$problem,6
normal$modifier$membranous urethra$anatomical_structure,1
rate-controlled atrial fibrillation$problem,1
supraventricular tachycardia$finding,1
total thyroidectomy$procedure,1
normal$modifier$heart sounds$body_function,1
burn injury$problem,1
severe$modifier$aortic stenosis$problem,1
occasional$modifier$cough$problem,1
cmv$problem,1
pupils$anatomical_structure$equally reactive$modifier,1
acute$modifier$respiratory distress$problem,1
blood pressure$body_measurement$187/32$measurement_value,1
negative$modifier$lymphocytosis$problem,1
multidrug resistant pneumonia$problem,1
bipolar disorder$problem,2
cymbalta$medicine,1
cramping$problem,1
rectal exam$procedure,1
bladder$anatomical_structure$suspension surgery$procedure,1
repeat$modifier$bilirubin$laboratory_data,1
normal$modifier$function$body_function,1
micropuncture set$medical_device,1
valproic acid$medicine,1
minimal$modifier$bleeding$problem,1
sating$body_measurement$70s$measurement_value,1
guidewire$medical_device,2
pulse oxygen$body_measurement$95%$measurement_value,1
low-grade dysplasia$problem,1
mucomyst$medicine,1
g-tube$medical_device,3
us$procedure$abdomen$anatomical_structure,1
dilated$finding$prostatic urethra$anatomical_structure,1
duodenum$anatomical_structure$villous architecture$finding,1
tissue$anatomical_structure,2
some$modifier$blurred vision$problem$left$modifier$eye$anatomical_structure,1
intracranial atherosclerosis$problem,1
lymphocytes$laboratory_data,4
apical anterior$modifier$wall$anatomical_structure,1
gurney$medical_device,1
eyes$anatomical_structure$slight$modifier$proptosis$problem$left$modifier,1
muscle$anatomical_structure,2
severe$modifier$3-vessel coronary artery disease$problem,1
significant$modifier$valvular disease$problem,1
radiation change$procedure,1
acute$modifier$ischemic infarct$problem,1
dissection$procedure$wharton's duct$anatomical_structure,1
lungs$anatomical_structure$bilateral$modifier$rhonchi$problem,1
taxol$medicine$discontinue$modifier,1
drapes$medical_device,1
adhesions$problem,1
mucus$finding,1
bright red vaginal bleeding$problem,1
implantation for v-tach$procedure,1
presternal wound$problem$well healed$modifier,1
magnesium level$laboratory_data,1
left$modifier$vats$procedure,2
removal$procedure,1
arteriosclerotic heart disease$problem,2
hematuria$problem,9
amifostine$medicine,1
anastrazole$medicine,1
kcl$medicine,1
draping$procedure$ear canal$anatomical_structure,1
chest$anatomical_structure$normal$modifier$expansion$body_function,1
prep$procedure,2
inflated$procedure,2
minor$modifier$nonspecific$modifier$st$body_function$changes$finding,1
infiltration$procedure,2
steri-strips$medical_device,1
cardiac index$laboratory_data,2
knee$anatomical_structure$contractures$problem,1
labetalol$medicine,2
slightly$modifier$yellowish discoloration$finding,1
thyroid vein$anatomical_structure$catheterized$procedure,1
compression$procedure,1
insufflation$procedure$stomach$anatomical_structure,1
gastric body$anatomical_structure,2
coronary artery bypass grafting$procedure,6
urethral stricture$problem,1
significant$modifier$distress$problem,1
skin$anatomical_structure$normal$modifier,1
allergies$problem,26
mature$modifier$placenta$anatomical_structure,1
repeat$modifier$screening colonoscopy$procedure,1
dilated funduscopy$procedure$eyes$anatomical_structure,1
dyspareunia$problem,1
pain$problem$left$modifier$ear$anatomical_structure,1
vaccinations$procedure,1
pacing$procedure,1
cervix$anatomical_structure$grasped$procedure,1
muscle$anatomical_structure$aches$problem,1
pro-time$laboratory_data,1
continue$modifier$current$modifier$medication$medicine,1
diffuse thoracic bone metastasis$problem,1
multiple$modifier$abgs$laboratory_data,1
recent$modifier$coronary bypass surgery$procedure,1
prostate$anatomical_structure$rapidarc technique$procedure,1
bun$laboratory_data$better$modifier,1
deaf$problem,1
incomplete abortion$problem,1
prozac$medicine,1
superficial$modifier$tender burn$problem$neck$anatomical_structure,1
genitalia$anatomical_structure,3
arthritis$problem,5
cervical carcinoma$problem,2
ct$procedure$chest$anatomical_structure,1
right$modifier$arm$anatomical_structure$fistula$procedure,1
stainless steel crowns$medical_device,2
g1$finding,2
chronic$modifier$hypertension$problem,2
severe$modifier$diverticular disease$problem$left$modifier$colon$anatomical_structure,1
lexiscan$procedure,2
nail bed$anatomical_structure$necrotic$problem,1
percutaneous endoscopic gastrostomy placement$procedure,1
biopsy$procedure,9
upper airway obstruction$problem,1
upper$modifier$outer$modifier$quadrant$anatomical_structure$cyst$problem,1
severe$modifier$left$modifier$ventricular systolic function$body_function,1
tube$anatomical_structure,1
skipped beat$finding,1
little$modifier$nausea$problem,1
acute respiratory distress syndrome$problem$resolved$modifier,1
healed$modifier$fracture$problem$right$modifier$humerus$anatomical_structure,1
chronic$modifier$atrial fibrillation$problem,3
motorized chair$medical_device,1
statin$medicine,1
percocet$medicine,10
left$modifier$lung$anatomical_structure$pleural effusion$problem,1
gastrointestinal bleeding$problem,3
stress urinary incontinence$problem,1
blood pressure$body_measurement$99/53$measurement_value,1
eyes$anatomical_structure$perrla$finding,2
pelvic hematoma$problem,1
normal$modifier$colonoscopy$procedure$cecum$anatomical_structure,1
barrett's$problem,1
cardiac arrest$problem,4
laparoscopic appendectomy$procedure,16
mechanical mitral valve$medical_device,1
proximal aspect$modifier$ulcer$problem,1
d&c$procedure,3
ppi medication$medicine,1
multiple sclerosis$problem,8
autologous stem cell transplant$procedure,1
mixed inflammatory cells$problem,1
septal hypokinesis$problem,1
respiratory$anatomical_structure$failure$problem,19
right$modifier$footdrop$problem,1
advil$medicine,2
left$modifier$colon$anatomical_structure$biopsy$procedure,1
acute$modifier$dvts$problem,1
hydrodissected$procedure,1
coma$problem,4
radical hysterectomy$procedure,2
three-channel cmg$procedure,2
kidneys$anatomical_structure$several$modifier$small$modifier$simple cysts$problem,1
chem panel$laboratory_data$normal$modifier,1
ascending$anatomical_structure$normal$modifier,1
possible$modifier$endocarditis$problem,1
pulse$body_measurement$74$measurement_value,1
some$modifier$purulence$problem,1
semirigid ureteroscope$medical_device,1
radiation treatment$procedure,2
noncardiac$modifier$chest$anatomical_structure$pain$problem,1
decreased balance$problem,1
erosive gastritis$problem$gastric body$anatomical_structure,1
tobradex drops$medicine,1
disorganized thoughts$problem,1
mild$modifier$cognitive impairment$problem,2
z-line$anatomical_structure,1
intraventricular tumor$problem,1
left$modifier$ureteral lighted catheter$medical_device,1
vicryl$medical_device,3
ulceration$problem,3
pathology$problem$intestine$anatomical_structure,1
injected$procedure,4
stenosis$problem,2
stone$problem$left$modifier$urethra$anatomical_structure,1
inferior vena cava filter placement$procedure,1
left$modifier$diaphragm$anatomical_structure$paralysis$problem,1
mild$modifier$elevation$modifier$bun$laboratory_data,1
mild$modifier$hypokalemia$problem,1
recent$modifier$back$anatomical_structure$strain$problem,1
surgical reconstruction$procedure$left$modifier$knee$anatomical_structure,1
intact$modifier$perineum$anatomical_structure,1
sigmoid colon$anatomical_structure$numerous$modifier$diverticula$problem,1
oral antibiotic$medicine,1
mentally retarded$problem,1
cervical spine$anatomical_structure,1
partial thyroidectomy$procedure,1
serosal surface$anatomical_structure$petechial hemorrhages$problem,1
chronic obstructive pulmonary disease$problem,94
microscopic invasion$problem,1
crystalloid$medicine,1
hydration$procedure,1
decrease$modifier$chloride$laboratory_data,1
mcv$laboratory_data$elevated$modifier,1
some$modifier$metabolic problems$problem,1
knees$anatomical_structure,1
hemiarthroplasty$procedure,1
alligator forceps$medical_device,1
amiodarone drip$medicine,1
right$modifier$second toe$anatomical_structure,1
anticoagulation$procedure,20
restless$problem$legs$anatomical_structure,1
staph$problem,1
breathing$body_function$slowly improving$modifier,1
sepsis$problem,13
type 2 diabetes mellitus$problem,4
kidney$anatomical_structure$infections$problem,1
irrigated$procedure,1
heparin drip$medicine,1
myelodysplastic syndrome$problem,2
right$modifier$supraclavicular lymph node$anatomical_structure,1
cervical degenerative disease$problem,1
heart$anatomical_structure$tracing$procedure,1
varices$problem$stomach$anatomical_structure,1
variceal bleeding$problem,1
retroflexed view$finding,1
o2 sats$body_measurement,1
coronary artery$anatomical_structure$bypass graft$procedure,2
cancer$problem$breast$anatomical_structure,1
pulse ox$body_measurement$97%$measurement_value,1
ileoileal intussusception$problem,1
neurontin$medicine,1
bowel problem$problem,1
healed infraumbilical midline surgical incision$procedure,1
ua analysis$laboratory_data,1
unstable$modifier$angina$problem,2
resp$body_measurement$20$measurement_value,5
chronic$modifier$renal insufficiency$problem,8
right$modifier$total knee replacement$procedure,1
l2$anatomical_structure$compression fracture$problem,1
continue$modifier$lasix$medicine,2
disoriented$finding,1
pulses$body_measurement,3
differential$laboratory_data,1
bruits$problem,1
external$modifier$genitalia$anatomical_structure$prepped and draped$procedure,5
skin$anatomical_structure$warm$modifier$pink$modifier$dry$modifier,1
white count$laboratory_data$slight$modifier$elevation$modifier,1
spine$anatomical_structure$normal$modifier,1
throat$anatomical_structure$unremarkable$modifier,2
drain removal$procedure,1
basal ganglia$anatomical_structure,1
mild cognitive impairment$problem,2
diarrhea$problem,20
decreased$modifier$potassium$laboratory_data,1
chest$anatomical_structure$pain$problem,64
tissue$anatomical_structure$ventral$modifier$hernia$problem,1
early$modifier$appendicitis$problem,1
hyperventilation$procedure,4
oroville$medicine,1
antrum$anatomical_structure,1
umbilical cord$anatomical_structure$lacking$modifier$calcification$problem,1
aortic valvular disease$problem,1
problems$problem$heart$anatomical_structure,1
xelox adjuvant chemotherapy$procedure,1
iron$medicine,2
avm$problem,1
bowel$anatomical_structure,1
fluoxetine$medicine,1
rub$finding,1
normal$modifier$wbc$laboratory_data,2
severe$modifier$right$modifier$auricular deformity$problem,1
1/6$modifier$mid$modifier$systolic murmur$problem,1
hemoglobin$laboratory_data,62
myopathy$problem,1
worsening$modifier$hypoxia$problem,1
enterocutaneous fistula$problem,1
neurological complaints$problem,2
dissection$procedure,2
angina$problem,4
permanent pacemaker implant$procedure,1
rokitansky aschoff sinuses$problem,1
tracings$procedure$normal$modifier,1
severe$modifier$stenosis$problem,1
recurrent$modifier$adenocarcinoma$problem,1
normal$modifier$systolic function$body_function,2
superficial$modifier$burn$problem$right$modifier$thigh$anatomical_structure,1
respiratory rate$body_measurement$18$measurement_value,2
neck$anatomical_structure$torticollis$problem,1
drainage$problem,1
tympanic membranes$anatomical_structure$normal$modifier$bilaterally$modifier,1
blood pressure$body_measurement$stabilized$modifier,1
ecc discohesive endocervical mucosa$anatomical_structure$spongiosis$problem,1
trace$modifier$regurgitation$problem$tricuspid$anatomical_structure,1
possible$modifier$malignancy$problem,1
mri findings$finding$brain$anatomical_structure,1
excisional biopsy$procedure,2
alopecia$problem,1
g2$finding,1
bun$laboratory_data$increase$modifier,1
generalized$modifier$uncovertebral joint hypertrophy$problem,1
cbc$laboratory_data$normal$modifier,1
lexiscan$medicine,1
emg$procedure$right$modifier$upper$modifier$extremity$anatomical_structure,1
ct urography$procedure,1
swelling$problem$front$modifier$thigh$anatomical_structure,1
severe$modifier$spinal stenosis$problem,1
laryngeal mask$medical_device,3
hypoxia$problem,5
tube insertion$procedure,1
paracentesis site$anatomical_structure,9
temp$body_measurement$98.9$measurement_value,1
lantus insulin$medicine,1
bilateral$modifier$iliac$anatomical_structure$arteriogram$procedure,1
leukopenia$problem$persist$modifier,1
coombs$laboratory_data,3
right$modifier$ischemic foot$problem,1
maximum heart rate$body_measurement$132$measurement_value,1
suture removal$procedure,2
candida fungemia$problem,1
little$modifier$deformity$problem$ear lobe$anatomical_structure,1
patch graft$procedure,1
adverse$modifier$adhesions$problem,1
right$modifier$lobe$anatomical_structure$thyroid$anatomical_structure$huge$modifier$cold nodule$problem,1
eye pressure$body_measurement,1
brimonidine therapy$procedure,1
oral cavity$anatomical_structure,1
left-sided$modifier$weakness$finding,2
reflexes$body_function$symmetrical$modifier,1
right$modifier$exotropia$problem,1
peg placement$procedure,2
papilla$problem,1
severe$modifier$degenerative joint disease$problem$treated$modifier,1
necrotic tissues$problem,1
grade 2/6$modifier$systolic murmur$problem,1
common femoral$anatomical_structure,1
sternal area$anatomical_structure,1
moderate$modifier$chronic$modifier$active inflammation$problem,1
ascending$modifier$colitis$problem,1
naprosyn$medicine,1
breathing hard$problem,1
pectoralis fascia$anatomical_structure,1
primary closure$procedure,1
continue$modifier$beta blocker$medicine,1
liver$anatomical_structure,1
left$modifier$eye$anatomical_structure$surgery$procedure,1
primary open-angle glaucoma$problem,1
severe$modifier$sepsis$problem,1
